Country Code,State Code,City,Terminal Name,Product Name,My Product ID,Back Office Product ID,Driver Product ID
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Conv. 87 Unleaded Reg,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Conv. 89 Unleaded Mid,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Conv. 91 Unleaded Prem,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,87 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,88 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,89 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,91 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,92 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,93 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Jet Fuel,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Ethanol E100,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Conv. 84 Unleaded,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,86 oct w/ 10% eth,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #1,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #1 Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Premium,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Premium Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Winter,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Winter Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Bdsl B2 SME ULSD#2 Winter Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Bdsl B5 SME ULSD,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Bdsl B5 SME ULSD Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Premium Winter,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,ULSD #2 Premium Winter Dyed,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,87 oct E-70,,,
USA,SD,Aberdeen,NuStar Energy LP - Aberdeen,Etherin,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,Conv. 87 Unleaded Reg,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,Conv. 89 Unleaded Mid,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,Conv. 91 Unleaded Prem,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,Conv. 93 Unleaded,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,87 oct w/ 10% eth,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,89 oct w/ 10% eth,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,93 oct w/ 10% eth,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,ULSD #2,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,87 oct E-85,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,ULSD #2 Dyed,,,
USA,MS,Aberdeen,Enterprise - Aberdeen,Etherin,,,
USA,OH,Akron,Sunoco - Akron,87 oct w/ 10% eth,,,
USA,OH,Akron,Sunoco - Akron,89 oct w/ 10% eth,,,
USA,OH,Akron,Sunoco - Akron,93 oct w/ 10% eth,,,
USA,OH,Akron,Sunoco - Akron,Jet Fuel,,,
USA,OH,Akron,Sunoco - Akron,Ethanol E100,,,
USA,OH,Akron,Sunoco - Akron,ULSD #2,,,
USA,OH,Akron,Sunoco - Akron,ULSD #2 Dyed,,,
USA,OH,Akron,Sunoco - Akron,ULSD #2 Winter,,,
USA,OH,Akron,Sunoco - Akron,ULSD #2 Winter Dyed,,,
USA,NY,Glenmont,CITGO - Glenmont,87 oct w/ 10% eth,,,
USA,NY,Glenmont,CITGO - Glenmont,89 oct w/ 10% eth,,,
USA,NY,Glenmont,CITGO - Glenmont,93 oct w/ 10% eth,,,
USA,NY,Glenmont,CITGO - Glenmont,ULSD #2,,,
USA,NY,Glenmont,CITGO - Glenmont,ULSD #1,,,
USA,NY,Glenmont,CITGO - Glenmont,ULSD #2 Dyed,,,
USA,NY,Glenmont,CITGO - Glenmont,ULSD #1 Dyed,,,
USA,NY,Glenmont,CITGO - Glenmont,Ultra-Low Sulfur Kerosene,,,
USA,NY,Glenmont,CITGO - Glenmont,Ultra Low Sulfur Red Dye Kero,,,
USA,NY,Albany,Global Companies - Albany NY,Conv. 91 Unleaded Prem,,,
USA,NY,Albany,Global Companies - Albany NY,87 oct w/ 10% eth,,,
USA,NY,Albany,Global Companies - Albany NY,89 oct w/ 10% eth,,,
USA,NY,Albany,Global Companies - Albany NY,93 oct w/ 10% eth,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2,,,
USA,NY,Albany,Global Companies - Albany NY,87 oct E-85,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #1,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Dyed,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Premium,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Premium Dyed,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Winter,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Winter Dyed,,,
USA,NY,Albany,Global Companies - Albany NY,Bdsl B5 SME ULSD,,,
USA,NY,Albany,Global Companies - Albany NY,Ultra-Low Sulfur Kerosene,,,
USA,NY,Albany,Global Companies - Albany NY,Ultra Low Sulfur Red Dye Kero,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Premium Winter,,,
USA,NY,Albany,Global Companies - Albany NY,ULSD #2 Premium Winter Dyed,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,88 oct w/ 10% eth,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,91 oct w/ 10% eth,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,Conv. 86 Unleaded,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,86 oct w/ 10% eth,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,Conv. 88 Unleaded,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,ULSD #2,,,
USA,NM,Albuquerque,VEC Energy - Albuquerque,ULSD #2 Dyed,,,
USA,NM,Albuquerque,Western Refining - Albuquerque,88 oct w/ 10% eth,,,
USA,NM,Albuquerque,Western Refining - Albuquerque,91 oct w/ 10% eth,,,
USA,NM,Albuquerque,Western Refining - Albuquerque,86 oct w/ 10% eth,,,
USA,NM,Albuquerque,Western Refining - Albuquerque,ULSD #2,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Conv. 91 Unleaded Prem,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,88 oct w/ 10% eth,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,91 oct w/ 10% eth,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Jet Fuel,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,86 oct w/ 10% eth,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Bdsl B5 SME ULSD,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Bdsl B5 SME ULSD Dyed,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Bdsl B5 SME ULSD #2 Winter,,,
USA,NM,Albuquerque,ConocoPhillips - Albuquerque,Bdsl B5 ULSD #2 Winter Dyed,,,
USA,NM,Albuquerque,NuStar Energy LP - Albuquerque,88 oct w/ 10% eth,,,
USA,NM,Albuquerque,NuStar Energy LP - Albuquerque,91 oct w/ 10% eth,,,
USA,NM,Albuquerque,NuStar Energy LP - Albuquerque,86 oct w/ 10% eth,,,
USA,NM,Albuquerque,NuStar Energy LP - Albuquerque,ULSD #2,,,
USA,NM,Albuquerque,NuStar Energy LP - Albuquerque,ULSD #2 Dyed,,,
USA,GA,Albany,Enterprise (Dixie) - Albany,Propane,,,
USA,GA,Albany,Kinder Morgan - Albany,87 oct w/ 10% eth,,,
USA,GA,Albany,Kinder Morgan - Albany,89 oct w/ 10% eth,,,
USA,GA,Albany,Kinder Morgan - Albany,93 oct w/ 10% eth,,,
USA,GA,Albany,Kinder Morgan - Albany,Conv. 90 Unleaded,,,
USA,GA,Albany,Kinder Morgan - Albany,ULSD #2,,,
USA,GA,Albany,Kinder Morgan - Albany,ULSD #2 Dyed,,,
USA,GA,Albany,Magellan Terminals - Albany,Conv. 87 Unleaded Reg,,,
USA,GA,Albany,Magellan Terminals - Albany,Conv. 89 Unleaded Mid,,,
USA,GA,Albany,Magellan Terminals - Albany,Conv. 93 Unleaded,,,
USA,GA,Albany,Magellan Terminals - Albany,87 oct w/ 10% eth,,,
USA,GA,Albany,Magellan Terminals - Albany,89 oct w/ 10% eth,,,
USA,GA,Albany,Magellan Terminals - Albany,93 oct w/ 10% eth,,,
USA,GA,Albany,Magellan Terminals - Albany,Conv. 84 Unleaded,,,
USA,GA,Albany,Magellan Terminals - Albany,Conv. 90 Unleaded,,,
USA,GA,Albany,Magellan Terminals - Albany,ULSD #2,,,
USA,GA,Albany,Magellan Terminals - Albany,ULSD #2 Dyed,,,
USA,GA,Albany,Magellan Terminals - Albany,Bdsl B5 SME ULSD,,,
USA,GA,Albany,Magellan Terminals - Albany,Bdsl B5 SME ULSD Dyed,,,
USA,GA,Albany,Magellan Terminals - Albany,Bdsl B0-5 SME ULSD,,,
USA,GA,Albany,Magellan Terminals - Albany,Bdsl B0-5 SME ULSD Dyed,,,
USA,GA,Albany,TransMontaigne - Albany,Conv. 87 Unleaded Reg,,,
USA,GA,Albany,TransMontaigne - Albany,Conv. 89 Unleaded Mid,,,
USA,GA,Albany,TransMontaigne - Albany,Conv. 93 Unleaded,,,
USA,GA,Albany,TransMontaigne - Albany,87 oct w/ 10% eth,,,
USA,GA,Albany,TransMontaigne - Albany,89 oct w/ 10% eth,,,
USA,GA,Albany,TransMontaigne - Albany,93 oct w/ 10% eth,,,
USA,GA,Albany,TransMontaigne - Albany,ULSD #2,,,
USA,GA,Albany,TransMontaigne - Albany,ULSD #2 Dyed,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,87 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,89 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,93 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,RFG 87 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,RFG 89 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,RFG 93 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,ULSD #2,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,87 oct E-75,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,ULSD #2 Dyed,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,ULSD #2 TXLED,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,ULSD #2 Dyed TXLED,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,CARFG 87 oct w/ 10% eth,,,
USA,TX,Aledo,Magellan Pipeline - Aledo,CARFG 89 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Conv. 87 Unleaded Reg,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Conv. 89 Unleaded Mid,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Conv. 91 Unleaded Prem,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,89 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,90 Unleaded (w/10% Eth),,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,91 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,92 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,93 oct w/ 10% eth,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Ethanol E100,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Conv. 84 Unleaded,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-75,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-80,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-85,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #1,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,(20% BioDsl) - Clear Diesel #2 - LS,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #1 Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Premium,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Premium Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Winter,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Winter Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD #1,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME #1 ULSD Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B2 SME ULSD #2 Pre Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B20 SME ULSD,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B20 ULSD Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B10 SME ULSD #1,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B10 SME ULSD,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B10 SME ULSD Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B20 SME #1 ULSD,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Premium Winter,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,ULSD #2 Premium Winter Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD #2 Premium,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B10 SME ULSD #2 Premium,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD #2 Pre Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B10 SME ULSD #2 Pre Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 SME ULSD #2 Winter,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Bdsl B5 ULSD #2 Winter Dyed,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-70,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,Etherin,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-60,,,
USA,MN,Alexandria,Magellan Pipeline - Alexandria,87 oct E-65,,,
USA,GA,Alma,Enterprise (Dixie) - Alma,Propane,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",87 oct w/ 10% eth,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",89 oct w/ 10% eth,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",92 oct w/ 10% eth,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",93 oct w/ 10% eth,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",ULSD #2,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",ULSD #2 Dyed,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD #2 Winter,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD Dyed,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B5 SME ULSD,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B5 SME ULSD Dyed,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD #2 Prem,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B20 SME ULSD,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B10 SME ULSD,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",ULSD #2 Premium Winter,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",ULSD #2 Premium Winter Dyed,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B5 SME ULSD #2 Premium,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B5 SME ULSD #2 Winter,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",87 oct E-70,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD Prem Winter,,,
USA,PA,Allentown,"Pyramid, LLC - Allentown",Bdsl B2 SME ULSD Pre Wntr Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,87 oct w/ 10% eth,,,
USA,PA,Altoona,ARC Terminals - Altoona,89 oct w/ 10% eth,,,
USA,PA,Altoona,ARC Terminals - Altoona,93 oct w/ 10% eth,,,
USA,PA,Altoona,ARC Terminals - Altoona,ULSD #2,,,
USA,PA,Altoona,ARC Terminals - Altoona,ULSD #2 Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,ULSD #2 Winter,,,
USA,PA,Altoona,ARC Terminals - Altoona,ULSD #2 Winter Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B2 SME ULSD #2 Winter,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B2 SME ULSD#2 Winter Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B2 SME ULSD,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B2 SME ULSD Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B5 SME ULSD,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B5 SME ULSD Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B10 SME ULSD,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B5 SME ULSD #2 Winter,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B5 ULSD #2 Winter Dyed,,,
USA,PA,Altoona,ARC Terminals - Altoona,Bdsl B2 SME ULSD Prem Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",87 oct w/ 10% eth,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",89 oct w/ 10% eth,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",92 oct w/ 10% eth,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",93 oct w/ 10% eth,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Kerosene,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Clear Diesel (Premium) - HS,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Kerosene Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Premium,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Premium Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Winter Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD #2 Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD#2 Winter Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 SME ULSD,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 SME ULSD Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD #2 Prem,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD #2 Pre Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B20 SME ULSD,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B20 ULSD Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B10 SME ULSD,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B10 SME ULSD Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Premium Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",ULSD #2 Premium Winter Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 SME ULSD #2 Premium,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B10 SME ULSD #2 Premium,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B20 SME ULSD #2 Prem,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 SME ULSD #2 Pre Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B10 SME ULSD #2 Pre Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 SME ULSD #2 Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B5 ULSD #2 Winter Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",87 oct E-70,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD Prem Winter,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B2 SME ULSD Pre Wntr Dyed,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B0-5 SME ULSD,,,
USA,PA,Altoona,"Pyramid, LLC - Allegheny/Eldorado",Bdsl B0-5 SME ULSD Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,ULSD #2,,,
USA,PA,Altoona,Sunoco - Altoona,ULSD #2 Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,ULSD #2 Winter,,,
USA,PA,Altoona,Sunoco - Altoona,ULSD #2 Winter Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B2 SME ULSD #2 Winter,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B2 SME ULSD#2 Winter Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B2 SME ULSD,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B2 SME ULSD Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B5 SME ULSD,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B5 SME ULSD Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B10 SME ULSD,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B10 SME ULSD Dyed,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B5 SME ULSD #2 Winter,,,
USA,PA,Altoona,Sunoco - Altoona,Bdsl B5 ULSD #2 Winter Dyed,,,
USA,GA,Americus,TransMontaigne - Americus,Conv. 87 Unleaded Reg,,,
USA,GA,Americus,TransMontaigne - Americus,Conv. 89 Unleaded Mid,,,
USA,GA,Americus,TransMontaigne - Americus,Conv. 93 Unleaded,,,
USA,GA,Americus,TransMontaigne - Americus,ULSD #2,,,
USA,GA,Americus,TransMontaigne - Americus,ULSD #2 Dyed,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,88 oct w/ 10% eth,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,91 oct w/ 10% eth,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Jet Fuel,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,86 oct w/ 10% eth,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,ULSD #2,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 SME ULSD,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 SME ULSD Dyed,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 SME ULSD #2 Premium,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 SME ULSD #2 Pre Dyed,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 SME ULSD #2 Winter,,,
USA,TX,Amarillo,ConocoPhillips -  Amarillo,Bdsl B5 ULSD #2 Winter Dyed,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,88 oct w/ 10% eth,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,90 Unleaded (w/10% Eth),,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,91 oct w/ 10% eth,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,86 oct w/ 10% eth,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,Bdsl B5 SME ULSD,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,Bdsl B5 SME ULSD Dyed,,,
USA,TX,Amarillo,NuStar Energy LP - Amarillo,Bdsl B0-5 SME ULSD,,,
USA,WA,Anacortes,Shell - Anacortes,87 oct w/ 10% eth,,,
USA,WA,Anacortes,Shell - Anacortes,89 oct w/ 10% eth,,,
USA,WA,Anacortes,Shell - Anacortes,92 oct w/ 10% eth,,,
USA,WA,Anacortes,Shell - Anacortes,Propane,,,
USA,WA,Anacortes,Shell - Anacortes,ULSD #2,,,
USA,WA,Anacortes,Shell - Anacortes,ULSD #2 Dyed,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,Conv. 87 Unleaded Reg,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,Conv. 89 Unleaded Mid,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,87 oct w/ 10% eth,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,89 oct w/ 10% eth,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,92 oct w/ 10% eth,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,Propane,,,
USA,WA,Anacortes,Tesoro Northwest - Anacortes,ULSD #2,,,
